Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,auth:login_page,53,0,15000.0,14596.30799622652,6623.266700000386,19634.51360000181,14287.0,0.0891702762125633,0.0,15000,17000,17000,17000,20000,20000,20000,20000,20000,20000,20000
POST,auth:login_submit,53,35,6500.0,5583.420156603921,188.64300000132062,10792.9366999997,95.75471698113208,0.0891702762125633,0.0588860314611267,6500,7100,8300,8900,11000,11000,11000,11000,11000,11000,11000
GET,auth:logout,16,0,840.0,842.6629687498917,838.6727999968571,848.3380000034231,2837.0,0.026919328667943634,0.0,840,840,850,850,850,850,850,850,850,850,850
GET,core:agente_api_pool_disponible,119,30,180.0,201.09991008377176,167.3486999970919,422.16370000096504,59.739495798319325,0.20021250696783077,0.050473741252394316,180,190,200,220,270,280,290,310,420,420,420
GET,core:agente_api_programas,585,94,180.0,197.6186198289429,163.39420000076643,1048.2061000002432,530.2461538461539,0.9842379544216892,0.15815105592416884,180,180,190,200,240,280,340,480,1000,1000,1000
GET,core:agente_generar_lote,586,110,240.0,239.11291518767595,172.04550000315066,1432.9477999999654,9668.249146757678,0.9859204124634356,0.18507038459211247,240,250,250,260,310,340,380,550,1400,1400,1400
GET,core:agente_home,586,97,250.0,251.6828112626861,174.64029999973718,1552.8673000007984,10996.460750853243,0.9859204124634356,0.1631984300494083,250,250,260,260,310,350,440,550,1600,1600,1600
GET,core:api_conteo_estudiantes,40,3,180.0,201.1465749998024,168.69130000122823,326.4049999997951,154.25,0.06729832166985908,0.005047374125239431,180,190,210,250,270,290,330,330,330,330,330
GET,core:api_focalizaciones_existentes,69,15,190.0,196.63084927536977,164.71870000168565,278.936499998963,267.8695652173913,0.11608960488050692,0.025236870626197158,190,200,210,220,250,260,270,280,280,280,280
GET,core:api_focalizaciones_programa,69,10,180.0,190.3270739126985,166.60309999861056,303.06819999896106,43.2463768115942,0.11608960488050692,0.01682458041746477,180,190,190,190,230,270,290,300,300,300,300
GET,core:api_sedes_completas,69,15,180.0,190.93354637653397,167.49659999914002,315.1529999995546,2467.0,0.11608960488050692,0.025236870626197158,180,190,190,200,230,260,280,320,320,320,320
GET,core:contabilidad_api_dashboard_unificado,762,131,260.0,267.78851640423323,173.35710000043036,1515.7173000006878,7281.427821522309,1.2820330278108156,0.2204020034687885,260,270,280,280,330,370,420,600,1500,1500,1500
GET,core:contabilidad_api_registros,762,141,220.0,237.65636784777396,172.86110000350163,1489.1688999996404,3656.665354330709,1.2820330278108156,0.23722658388625328,220,220,230,250,300,330,440,690,1500,1500,1500
GET,core:contabilidad_home,741,136,180.0,218.772668691052,168.01660000055563,10710.84559999872,7297.226720647774,1.2467014089341395,0.2288142936775209,180,190,200,210,270,290,360,460,11000,11000,11000
GET,core:contabilidad_mis_registros,741,137,230.0,241.05893171391457,168.98310000033234,6299.552800002857,10164.390013495276,1.2467014089341395,0.23049675171926737,230,240,250,250,290,350,410,670,6300,6300,6300
GET,core:dashboard,772,132,190.0,211.71622150252824,168.65780000080122,1475.7508000002417,8268.523316062176,1.2988576082282803,0.222084461510535,190,200,220,230,270,300,360,500,1500,1500,1500
GET,core:facturacion_home,607,99,190.0,231.84763640866555,168.63720000037574,10717.56860000096,7579.207578253707,1.0212520313401117,0.16656334613290125,190,200,220,230,280,320,440,540,11000,11000,11000
GET,core:facturacion_reportes,607,94,260.0,279.7389373970924,174.7691999989911,6308.42439999833,17876.883031301484,1.0212520313401117,0.15815105592416884,260,270,280,300,360,410,490,620,6300,6300,6300
GET,ctx:agente_programas,18,10,6300.0,5773.460077778105,186.28700000044773,10676.302700001543,349.0,0.03028424475143659,0.01682458041746477,7000,7100,8100,8100,8200,11000,11000,11000,11000,11000,11000
GET,ctx:focalizaciones,48,38,190.0,1445.2472979165425,179.35790000046836,10723.746699997719,119.625,0.0807579860038309,0.06393340558636613,190,210,460,470,7100,11000,11000,11000,11000,11000,11000
GET,ctx:modalidad_pool_probe,63,50,200.0,1440.3808761905696,171.54170000139857,10694.030599999678,121.47619047619048,0.10599485663002806,0.08412290208732386,200,210,240,280,8900,8900,11000,11000,11000,11000,11000
GET,ctx:sedes_completas,48,40,190.0,1128.6936979168634,175.40089999965858,8933.406700001797,254.25,0.0807579860038309,0.06729832166985908,190,200,240,260,6300,8900,8900,8900,8900,8900,8900
,Aggregated,7414,1417,210.0,414.9110179390259,163.39420000076643,19634.51360000181,7630.600755327759,12.473743921508381,2.3840430451547583,210,240,260,260,310,380,890,8900,20000,20000,20000
