Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,auth:login_page,40,0,6500.0,6859.6644924999955,3427.970100001403,14287.016299997049,14287.0,0.06549027476690417,0.0,6500,7200,7200,7300,9800,11000,14000,14000,14000,14000,14000
POST,auth:login_submit,40,0,2700.0,3806.5941925001425,539.3451999989338,15289.781300001778,0.0,0.06549027476690417,0.0,3100,3600,3900,4000,8000,13000,15000,15000,15000,15000,15000
GET,auth:logout,23,3,11794.899799999257,11748.38683913043,11702.387400000589,11794.899799999257,2485.8695652173915,0.03765690799096989,0.004911770607517812,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,core:agente_api_pool_disponible,627,96,190.0,633.0692767145187,169.29549999986193,9109.477199999674,48.45454545454545,1.0265600569712228,0.15717665944057,190,200,220,230,320,5400,7800,8300,9100,9100,9100
GET,core:agente_api_programas,782,156,190.0,595.7747333758725,169.04049999720883,9162.764999997307,512.4347826086956,1.2803348716929763,0.2554120715909262,190,200,210,220,290,4300,7800,8400,9200,9200,9200
GET,core:agente_generar_lote,782,150,250.0,679.9937892583681,174.97690000163857,13416.102800001681,9620.150895140665,1.2803348716929763,0.24558853037589062,250,260,270,280,360,5700,7700,9100,13000,13000,13000
GET,core:agente_home,782,144,260.0,840.6873405370709,176.21320000034757,13105.12319999907,10754.401534526854,1.2803348716929763,0.23576498916085498,260,270,280,290,420,6900,8500,9200,13000,13000,13000
GET,core:api_conteo_estudiantes,540,90,190.0,835.6514603703407,167.20170000189682,11052.551100001438,153.33333333333334,0.8841187093532062,0.14735311822553437,190,210,230,250,830,6500,8400,9100,11000,11000,11000
GET,core:api_focalizaciones_existentes,966,167,190.0,705.7766691512179,163.90060000048834,10585.704299999634,274.8581780538302,1.5815901356207356,0.27342189715182486,190,200,220,240,350,6400,8100,8500,11000,11000,11000
GET,core:api_focalizaciones_programa,965,172,190.0,716.2689772020258,166.355500001373,10988.083899999765,47.21036269430052,1.5799528787515629,0.2816081814976879,190,200,210,240,340,6500,8100,8800,11000,11000,11000
GET,core:api_sedes_completas,965,189,190.0,693.9596654922515,167.2895999981847,13055.689200002234,2530.898445595855,1.5799528787515629,0.3094415482736222,190,200,210,220,320,6200,8300,9100,13000,13000,13000
GET,core:contabilidad_api_dashboard_unificado,1007,174,340.0,837.7856506455057,175.71909999969648,12834.99689999735,7273.891757696127,1.6487176672568122,0.2848826952360331,340,370,390,400,510,6300,8100,8500,9800,13000,13000
GET,core:contabilidad_api_registros,1009,174,260.0,821.7657812686093,177.86160000105156,11019.541099998605,3710.9217046580775,1.6519921809951574,0.2848826952360331,260,280,300,310,470,6600,8100,8700,10000,11000,11000
GET,core:contabilidad_home,1043,192,190.0,700.6936437200931,171.09829999753856,10792.963299998519,7292.420901246404,1.707658914547026,0.31435331888114,190,200,210,230,350,6100,8100,9000,11000,11000,11000
GET,core:contabilidad_mis_registros,1042,204,240.0,762.4846203455453,171.28070000035223,13101.910400000634,10030.504798464492,1.7060216576778535,0.3340004013112112,240,250,260,270,370,6400,8200,9200,11000,13000,13000
GET,core:dashboard,1274,232,200.0,677.363375667122,172.93630000131088,10482.803399998375,8159.56671899529,2.0858652513258975,0.37984359364804415,200,210,220,240,350,5500,7600,8900,10000,10000,10000
GET,core:facturacion_home,951,149,200.0,808.1044595163102,169.22619999968447,13935.657599999104,7636.236593059937,1.5570312825831465,0.243951273506718,200,210,230,250,380,6800,8300,9400,14000,14000,14000
GET,core:facturacion_reportes,948,151,280.0,714.6398320674786,175.8456000025035,9354.074700000638,17784.08966244726,1.5521195119756286,0.24722578724506322,280,290,310,330,440,6000,7800,8400,9400,9400,9400
GET,ctx:agente_programas,40,0,2700.0,3019.0703125000255,175.58099999951082,15111.882599998353,604.0,0.06549027476690417,0.0,2700,3200,3600,3600,7700,10000,15000,15000,15000,15000,15000
GET,ctx:focalizaciones,240,0,200.0,1868.1627979164962,168.9750000005006,15328.575200001069,22.666666666666668,0.392941648601425,0.0,200,290,2700,3300,7500,11000,13000,13000,15000,15000,15000
GET,ctx:modalidad_pool_probe,40,0,190.0,211.01830500019787,174.06150000169873,640.9929000001284,31.0,0.06549027476690417,0.0,190,190,200,200,220,440,640,640,640,640,640
GET,ctx:sedes_completas,240,0,190.0,1335.24024500022,168.80369999853428,15094.488200000342,543.6666666666666,0.392941648601425,0.0,190,210,300,700,3900,9400,13000,13000,15000,15000,15000
,Aggregated,14346,2443,210.0,811.9252922835675,163.90060000048834,15328.575200001069,5829.760490729123,23.488087045150177,3.9998185313886716,210,250,280,310,480,6500,8400,9300,13000,15000,15000
