Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,auth:login_page,50,0,14000.0,12947.012386000208,7094.342500000494,14394.383099999686,14287.0,0.17534846819899885,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
POST,auth:login_submit,50,0,7000.0,6658.4697679996325,1568.1890000014391,8873.34429999828,0.0,0.17534846819899885,0.0,7100,7100,7100,7400,7600,8200,8900,8900,8900,8900,8900
GET,auth:logout,48,2,42000.0,38281.89806249998,25935.375199998816,44746.4484000011,2718.7916666666665,0.1683345294710389,0.007013938727959954,42000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
GET,core:agente_api_pool_disponible,55,0,5000.0,3876.1754000001847,195.12889999896288,10530.271300001914,31.0,0.19288331501889874,0.0,5000,6100,6500,6800,7700,8700,8800,11000,11000,11000,11000
GET,core:agente_api_programas,83,0,1200.0,3377.8256084333843,176.3965999998618,10630.711099998734,604.0,0.2910784572103381,0.0,1200,5500,6500,6900,8000,9100,10000,11000,11000,11000,11000
GET,core:agente_generar_lote,84,0,1100.0,2597.4149000000275,180.81900000106543,8928.488199999265,11869.0,0.2945854265743181,0.0,1100,2200,5200,5700,7000,7800,8800,8900,8900,8900,8900
GET,core:agente_home,85,0,4800.0,4117.715304705907,229.39209999822197,11406.951400000253,13149.0,0.29809239593829806,0.0,4800,6100,6500,7100,8900,9600,9900,11000,11000,11000,11000
GET,core:api_conteo_estudiantes,48,0,5400.0,4572.161522916683,242.81940000219038,10328.190100000938,155.0,0.1683345294710389,0.0,5500,6300,6700,7400,9300,10000,10000,10000,10000,10000,10000
GET,core:api_focalizaciones_existentes,122,0,4700.0,3788.0913336066137,176.23480000111158,12184.747100000095,302.0,0.42785026240555724,0.0,4700,5800,6300,6400,8300,9400,11000,12000,12000,12000,12000
GET,core:api_focalizaciones_programa,119,0,1100.0,2633.7611210081736,182.8592000019853,10046.851200000674,26.0,0.4173293543136173,0.0,1100,3400,5000,5900,7200,8000,9400,9600,10000,10000,10000
GET,core:api_sedes_completas,118,0,1100.0,2921.1237203389073,190.05509999988135,9955.096599998797,3112.0,0.4138223849496373,0.0,1100,5000,5800,6000,7000,8300,9400,9800,10000,10000,10000
GET,core:contabilidad_api_dashboard_unificado,128,0,1300.0,3008.1341851563066,346.26639999987674,10514.606299999286,8763.0,0.4488920785894371,0.0,1300,4200,6000,6400,7200,7900,9000,9200,11000,11000,11000
GET,core:contabilidad_api_registros,131,0,5100.0,4395.252787786361,256.3808000013523,11262.275500001124,4454.0,0.45941298668137703,0.0,5100,6200,7100,7600,9000,9900,10000,11000,11000,11000,11000
GET,core:contabilidad_home,122,0,1300.0,3367.907380327851,171.0120999996434,11710.616299998946,8905.0,0.42785026240555724,0.0,1400,5600,5900,6300,7400,8300,9800,9800,12000,12000,12000
GET,core:contabilidad_mis_registros,121,0,780.0,2617.355328925418,186.3439999979164,9881.481599997642,12437.0,0.42434329304157725,0.0,780,1600,5700,6200,7300,7800,9700,9700,9900,9900,9900
GET,core:dashboard,140,0,2500.0,3660.4098614285285,178.5913999992772,10500.843400001031,9944.0,0.49097571095719683,0.0,3200,5800,6300,6500,8400,9300,10000,10000,11000,11000,11000
GET,core:facturacion_home,123,0,1500.0,3480.306459349709,173.78919999828213,9922.877599998174,9028.0,0.4313572317695372,0.0,1500,5700,6100,6700,7800,8200,9400,9900,9900,9900,9900
GET,core:facturacion_reportes,119,0,1200.0,3071.6187344537716,261.7153999999573,11882.470299999113,21126.0,0.4173293543136173,0.0,1200,4900,5800,6100,7500,9600,11000,12000,12000,12000,12000
GET,ctx:agente_programas,50,0,6800.0,6099.55646799994,407.6223000010941,8503.534100000252,604.0,0.17534846819899885,0.0,7000,7100,7100,7100,7800,8000,8500,8500,8500,8500,8500
GET,ctx:focalizaciones,300,0,3300.0,4121.774996333395,169.32899999665096,12081.148599998414,22.666666666666668,1.0520908091939931,0.0,3300,6800,7100,7100,8300,9600,10000,11000,12000,12000,12000
GET,ctx:modalidad_pool_probe,50,0,1100.0,3547.986168000207,180.62300000019604,12454.250200000388,31.0,0.17534846819899885,0.0,1200,6200,6800,7700,8900,11000,12000,12000,12000,12000,12000
GET,ctx:sedes_completas,300,0,3000.0,4259.8348019998375,183.74279999989085,13316.60600000032,543.6666666666666,1.0520908091939931,0.0,3000,6800,7100,7600,9000,10000,12000,12000,13000,13000,13000
,Aggregated,2446,2,3000.0,4583.2321626328385,169.32899999665096,44746.4484000011,5290.52207686018,8.578047064295024,0.007013938727959954,3000,6300,6800,7100,8800,11000,14000,42000,45000,45000,45000
